Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year_category,km_year_equal_category,Make_smart,km_per_euro,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal
Toyota,Avensis,2010,Universal,210000.0,2000.0,Diesel,Manual,9800.0,12,17500.0,High,Medium_e,Toyota,21.4,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Lodgy,2013,Universal,154000.0,1461.0,Diesel,Manual,7000.0,9,17111.0,High,Medium_e,Dacia,22.0,0,0,0,0,0,0,0,0,0,0,0,1
Vaz,Rare,2000,Universal,200000.0,1300.0,Petrol,Manual,1150.0,22,9091.0,Low,Low_e,Vaz,173.9,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Rav 4,2008,Crossover,195000.0,2200.0,Diesel,Manual,5800.0,14,13929.0,Medium,Low_e,Toyota,33.6,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Fiesta,2014,Sedan,93000.0,1499.0,Diesel,Manual,5900.0,8,11625.0,Low,Low_e,Ford,15.8,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,2008,Hatchback,200000.0,1400.0,Petrol,Automatic,5490.0,14,14286.0,Medium,Low_e,Volkswagen,36.4,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,C Class,2013,Sedan,138000.0,1800.0,Petrol,Automatic,12000.0,9,15333.0,Medium,Low_e,Mercedes,11.5,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,Rare,2018,Hatchback,50000.0,1600.0,Petrol,Automatic,23000.0,4,12500.0,Medium,Low_e,Mercedes,2.2,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,E Class,2000,Sedan,400000.0,2200.0,Diesel,Automatic,4600.0,22,18182.0,High,Medium_e,Mercedes,87.0,0,0,0,0,0,0,0,0,0,0,1,0
Rare,Rare,2008,Universal,299000.0,2000.0,Metan/Propan,Automatic,4500.0,14,21357.0,High,Medium_e,Rare cheap,66.4,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Fabia,2009,Universal,260000.0,1400.0,Diesel,Manual,4500.0,13,20000.0,High,Medium_e,Skoda,57.8,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Rare,1995,Sedan,295000.0,2000.0,Petrol,Manual,1100.0,27,10926.0,Low,Low_e,Opel,268.2,0,0,0,0,0,0,0,0,0,0,1,0
BMW,3 Series,2014,Sedan,60000.0,2000.0,Petrol,Automatic,15450.0,8,7500.0,Low,Low_e,BMW,3.9,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Transporter,2014,Minivan,400000.0,2000.0,Diesel,Manual,10500.0,8,50000.0,High,High_e,Volkswagen,38.1,0,0,0,0,0,0,1,0,0,0,0,0
Nissan,Qashqai+2,2008,Crossover,145000.0,2000.0,Petrol,Manual,6800.0,14,10357.0,Low,Low_e,Nissan,21.3,0,0,0,1,0,0,0,0,0,0,0,0
Audi,A6,2005,Universal,353535.0,3000.0,Diesel,Automatic,4200.0,17,20796.0,High,Medium_e,Audi,84.2,0,0,0,0,0,0,0,0,0,0,0,1
Honda,Civic,2008,Sedan,233000.0,1377.0,Hybrid,Automatic,1550.0,14,16643.0,Medium,Low_e,Honda,150.3,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,2008,Universal,159000.0,1600.0,Petrol,Manual,3700.0,14,11357.0,Low,Low_e,Skoda,43.0,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,1998,Hatchback,182352.0,1400.0,Petrol,Manual,1150.0,24,7598.0,Low,Low_e,Volkswagen,158.6,0,0,0,0,1,0,0,0,0,0,0,0
BMW,5 Series,2005,Universal,244000.0,2500.0,Diesel,Automatic,6555.0,17,14353.0,Medium,Low_e,BMW,37.2,0,0,0,0,0,0,0,0,0,0,0,1
Peugeot,Rare,2016,Sedan,192500.0,1600.0,Diesel,Manual,10900.0,6,32083.0,High,Medium_e,Peugeot,17.7,0,0,0,0,0,0,0,0,0,0,1,0
Opel,Zafira,2005,Universal,450000.0,1800.0,Metan/Propan,Manual,3400.0,17,26471.0,High,Medium_e,Opel,132.4,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,M Class,2007,SUV,294762.0,300.0,Diesel,Automatic,9000.0,15,19651.0,High,Medium_e,Mercedes,32.8,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,E Class,2015,Coupe,250000.0,300.0,Diesel,Automatic,20000.0,7,35714.0,High,High_e,Mercedes,12.5,0,0,1,0,0,0,0,0,0,0,0,0
Renault,Rare,2013,Sedan,183200.0,1500.0,Diesel,Manual,5700.0,9,20356.0,High,Medium_e,Renault,32.1,0,0,0,0,0,0,0,0,0,0,1,0
Mazda,626,1995,Sedan,297340.0,1789.0,Petrol,Manual,1700.0,27,11013.0,Low,Low_e,Mazda,174.9,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2007,Sedan,264000.0,1800.0,Petrol,Automatic,9200.0,15,17600.0,High,Medium_e,Mercedes,28.7,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Camry,2007,Sedan,245000.0,2400.0,Metan/Propan,Automatic,7500.0,15,16333.0,Medium,Low_e,Toyota,32.7,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avensis Verso,2003,Minivan,330000.0,2000.0,Diesel,Manual,5300.0,19,17368.0,High,Medium_e,Toyota,62.3,0,0,0,0,0,0,1,0,0,0,0,0
Opel,Corsa,2010,Hatchback,238670.0,1260.0,Diesel,Manual,3600.0,12,19889.0,High,Medium_e,Opel,66.3,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Golf,2008,Universal,205000.0,1600.0,Petrol,Manual,4300.0,14,14643.0,Medium,Low_e,Volkswagen,47.7,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Grand Scenic,2011,Minivan,200000.0,1500.0,Diesel,Manual,6000.0,11,18182.0,High,Medium_e,Renault,33.3,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Passat,2003,Sedan,300000.0,1600.0,Petrol,Manual,3250.0,19,15789.0,Medium,Low_e,Volkswagen,92.3,0,0,0,0,0,0,0,0,0,0,1,0
Citroen,Rare,2002,Universal,362000.0,300.0,Petrol,Manual,2700.0,20,18100.0,High,Medium_e,Citroen,134.1,0,0,0,0,0,0,0,0,0,0,0,1
Citroen,Rare,2009,Microvan,190000.0,1600.0,Petrol,Manual,3499.0,13,14615.0,Medium,Low_e,Citroen,54.3,0,0,0,0,0,1,0,0,0,0,0,0
BMW,5 Series,2009,Sedan,220000.0,2993.0,Diesel,Automatic,7900.0,13,16923.0,Medium,Medium_e,BMW,27.8,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Polo,2008,Hatchback,210000.0,1400.0,Metan/Propan,Manual,4550.0,14,15000.0,Medium,Low_e,Volkswagen,46.2,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Combo,2003,Minivan,350000.0,1700.0,Diesel,Manual,1700.0,19,18421.0,High,Medium_e,Opel,205.9,0,0,0,0,0,0,1,0,0,0,0,0
Opel,Combo,2003,Minivan,330000.0,1700.0,Diesel,Manual,1700.0,19,17368.0,High,Medium_e,Opel,194.1,0,0,0,0,0,0,1,0,0,0,0,0
Skoda,Fabia,2008,Hatchback,180000.0,1422.0,Diesel,Manual,4300.0,14,12857.0,Medium,Low_e,Skoda,41.9,0,0,0,0,1,0,0,0,0,0,0,0
Ford,Fusion,2004,Sedan,280000.0,1400.0,Diesel,Manual,3500.0,18,15556.0,Medium,Low_e,Ford,80.0,0,0,0,0,0,0,0,0,0,0,1,0
Ford,C-Max,2013,Hatchback,126050.0,2000.0,Plug-in Hybrid,Automatic,9200.0,9,14006.0,Medium,Low_e,Ford,13.7,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Megane,2005,Universal,194000.0,1400.0,Petrol,Manual,3500.0,17,11412.0,Low,Low_e,Renault,55.4,0,0,0,0,0,0,0,0,0,0,0,1
Mazda,323,2003,Universal,250000.0,1300.0,Petrol,Manual,1500.0,19,13158.0,Medium,Low_e,Mazda,166.7,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,2004,Hatchback,226000.0,1400.0,Petrol,Manual,4000.0,18,12556.0,Medium,Low_e,Volkswagen,56.5,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Kangoo,2013,Minivan,183780.0,1500.0,Diesel,Manual,4990.0,9,20420.0,High,Medium_e,Renault,36.8,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Golf,1994,Hatchback,176000.0,1800.0,Petrol,Manual,1600.0,28,6286.0,Low,Low_e,Volkswagen,110.0,0,0,0,0,1,0,0,0,0,0,0,0
Lexus,Es Series,2021,Sedan,19000.0,2495.0,Hybrid,Automatic,30000.0,1,19000.0,High,Medium_e,Lexus,0.6,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Almera,2001,Cabriolet,15000.0,1600.0,Petrol,Manual,2499.0,21,714.0,Low,Low_e,Nissan,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Dacia,Sandero,2017,Hatchback,13000.0,1000.0,Petrol,Manual,6550.0,5,2600.0,Low,Low_e,Dacia,2.0,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Rare,2017,Hatchback,46000.0,1000.0,Petrol,Automatic,8500.0,5,9200.0,Low,Low_e,Toyota,5.4,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,E Class,2001,Sedan,337000.0,2200.0,Diesel,Automatic,5800.0,21,16048.0,Medium,Low_e,Mercedes,58.1,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Qashqai,2008,Crossover,210000.0,2000.0,Petrol,Automatic,7800.0,14,15000.0,Medium,Low_e,Nissan,26.9,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Polo,1999,Universal,240000.0,1400.0,Petrol,Manual,2100.0,23,10435.0,Low,Low_e,Volkswagen,114.3,0,0,0,0,0,0,0,0,0,0,0,1
Vaz,2107,1999,Sedan,70000.0,1500.0,Petrol,Manual,800.0,23,3043.0,Low,Low_e,Vaz,87.5,0,0,0,0,0,0,0,0,0,0,1,0
Citroen,Rare,2001,Sedan,150000.0,1100.0,Petrol,Manual,600.0,21,7143.0,Low,Low_e,Citroen,250.0,0,0,0,0,0,0,0,0,0,0,1,0
Suzuki,Rare,2005,Universal,240000.0,1398.0,Diesel,Manual,2300.0,17,14118.0,Medium,Low_e,Suzuki,104.3,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,2007,Hatchback,301000.0,1300.0,Diesel,Manual,3000.0,15,20067.0,High,Medium_e,Opel,100.3,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,Qashqai,2008,Crossover,220000.0,1500.0,Diesel,Manual,6700.0,14,15714.0,Medium,Low_e,Nissan,32.8,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Octavia,2008,Universal,253000.0,1900.0,Diesel,Automatic,6600.0,14,18071.0,High,Medium_e,Skoda,38.3,0,0,0,0,0,0,0,0,0,0,0,1
BMW,3 Series,2012,Sedan,67000.0,2800.0,Petrol,Automatic,17000.0,10,6700.0,Low,Low_e,BMW,3.9,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,1989,Sedan,300000.0,2300.0,Petrol,Automatic,1600.0,33,9091.0,Low,Low_e,Mercedes,187.5,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Jetta,1981,Sedan,233000.0,1600.0,Petrol,Manual,550.0,41,5683.0,Low,Low_e,Volkswagen,423.6,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Kadjar,2016,Crossover,161000.0,1496.0,Diesel,Automatic,13000.0,6,26833.0,High,Medium_e,Renault,12.4,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,B Class,2012,Hatchback,250000.0,1600.0,Petrol,Manual,9900.0,10,25000.0,High,Medium_e,Mercedes,25.3,0,0,0,0,1,0,0,0,0,0,0,0
BMW,5 Series,2013,Sedan,168000.0,2000.0,Diesel,Automatic,22999.0,9,18667.0,High,Medium_e,BMW,7.3,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,2014,Universal,126000.0,1400.0,Metan/Propan,Automatic,9350.0,8,15750.0,Medium,Low_e,Volkswagen,13.5,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A6,2014,Sedan,118000.0,2000.0,Diesel,Automatic,17750.0,8,14750.0,Medium,Low_e,Audi,6.6,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A5,2012,Coupe,136700.0,1984.0,Petrol,Automatic,11800.0,10,13670.0,Medium,Low_e,Audi,11.6,0,0,1,0,0,0,0,0,0,0,0,0
Rare,Rare,1988,SUV,6000.0,400.0,Petrol,Manual,17508.0,34,176.0,Low,Low_e,Rare expensive,0.3,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,E Class,2008,Universal,215000.0,3000.0,Diesel,Automatic,12000.0,14,15357.0,Medium,Low_e,Mercedes,17.9,0,0,0,0,0,0,0,0,0,0,0,1
Subaru,Rare,2011,Minivan,175000.0,1396.0,Diesel,Automatic,6500.0,11,15909.0,Medium,Low_e,Subaru,26.9,0,0,0,0,0,0,1,0,0,0,0,0
Hyundai,Rare,2020,Sedan,27700.0,1600.0,Petrol,Automatic,15700.0,2,13850.0,Medium,Low_e,Hyundai,1.8,0,0,0,0,0,0,0,0,0,0,1,0
BMW,5 Series,1990,Sedan,350000.0,1991.0,Metan/Propan,Manual,1100.0,32,10938.0,Low,Low_e,BMW,318.2,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Auris,2014,Universal,134000.0,1400.0,Diesel,Manual,8800.0,8,16750.0,Medium,Medium_e,Toyota,15.2,0,0,0,0,0,0,0,0,0,0,0,1
Rare,Rare,2001,Universal,8852.0,1600.0,Metan/Propan,Manual,10000.0,21,422.0,Low,Low_e,Rare expensive,0.9,0,0,0,0,0,0,0,0,0,0,0,1
Mazda,6,2010,Sedan,202500.0,220.0,Diesel,Manual,2500.0,12,16875.0,Medium,Medium_e,Mazda,81.0,0,0,0,0,0,0,0,0,0,0,1,0
BMW,3 Series,2004,Universal,300000.0,1800.0,Petrol,Manual,5150.0,18,16667.0,Medium,Medium_e,BMW,58.3,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q5,2013,Crossover,80200.0,2000.0,Petrol,Automatic,20800.0,9,8911.0,Low,Low_e,Audi,3.9,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Laguna,2010,Universal,200000.0,1500.0,Diesel,Manual,5000.0,12,16667.0,Medium,Medium_e,Renault,40.0,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2008,Universal,254000.0,1894.0,Diesel,Manual,5700.0,14,18143.0,High,Medium_e,Skoda,44.6,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,2002,Universal,280000.0,1600.0,Metan/Propan,Manual,3600.0,20,14000.0,Medium,Low_e,Volkswagen,77.8,0,0,0,0,0,0,0,0,0,0,0,1
Jeep,Rare,2002,Universal,300000.0,2700.0,Diesel,Automatic,3800.0,20,15000.0,Medium,Low_e,Rare cheap,78.9,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,M Class,2008,Crossover,90000.0,3498.0,Petrol,Automatic,18000.0,14,6429.0,Low,Low_e,Mercedes,5.0,0,0,0,1,0,0,0,0,0,0,0,0
Mazda,Rare,1995,Coupe,336000.0,2000.0,Petrol,Manual,1850.0,27,12444.0,Medium,Low_e,Mazda,181.6,0,0,1,0,0,0,0,0,0,0,0,0
Honda,Rare,2011,Microvan,109000.0,1400.0,Petrol,Automatic,6400.0,11,9909.0,Low,Low_e,Honda,17.0,0,0,0,0,0,1,0,0,0,0,0,0
Opel,Rare,1995,Universal,300000.0,1998.0,Petrol,Manual,1600.0,27,11111.0,Low,Low_e,Opel,187.5,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Avalon,2017,Sedan,42000.0,2500.0,Hybrid,Automatic,19000.0,5,8400.0,Low,Low_e,Toyota,2.2,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Logan,2008,Universal,228000.0,1500.0,Diesel,Manual,4200.0,14,16286.0,Medium,Low_e,Dacia,54.3,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Rare,2011,Minivan,36000.0,1598.0,Petrol,Manual,9500.0,11,3273.0,Low,Low_e,Toyota,3.8,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Passat,2000,Universal,349049.0,1900.0,Diesel,Manual,4300.0,22,15866.0,Medium,Low_e,Volkswagen,81.2,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,Rare,2018,Universal,105800.0,1248.0,Diesel,Manual,8300.0,4,26450.0,High,Medium_e,Fiat,12.7,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Vectra,1993,Sedan,185578.0,1600.0,Metan/Propan,Manual,850.0,29,6399.0,Low,Low_e,Opel,218.3,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A4,2013,Sedan,185000.0,1984.0,Petrol,Automatic,12200.0,9,20556.0,High,Medium_e,Audi,15.2,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,A Class,2008,Hatchback,151616.0,1500.0,Petrol,Automatic,5500.0,14,10830.0,Low,Low_e,Mercedes,27.6,0,0,0,0,1,0,0,0,0,0,0,0
Hyundai,Tucson,2008,Crossover,217367.0,200.0,Metan/Propan,Automatic,7500.0,14,15526.0,Medium,Low_e,Hyundai,29.0,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Passat,2007,Sedan,238000.0,1998.0,Petrol,Automatic,6200.0,15,15867.0,Medium,Low_e,Volkswagen,38.4,0,0,0,0,0,0,0,0,0,0,1,0
BMW,7 Series,2000,Sedan,325000.0,2800.0,Metan/Propan,Automatic,4900.0,22,14773.0,Medium,Low_e,BMW,66.3,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Superb,2011,Sedan,36000.0,1400.0,Petrol,Manual,12500.0,11,3273.0,Low,Low_e,Skoda,2.9,0,0,0,0,0,0,0,0,0,0,1,0
BMW,3 Series,2008,Minivan,27000.0,2000.0,Diesel,Manual,4800.0,14,1929.0,Low,Low_e,BMW,5.6,0,0,0,0,0,0,1,0,0,0,0,0
Peugeot,Rare,2003,Sedan,360000.0,2200.0,Diesel,Automatic,3400.0,19,18947.0,High,Medium_e,Peugeot,105.9,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2004,Universal,200000.0,2200.0,Diesel,Automatic,6999.0,18,11111.0,Low,Low_e,Mercedes,28.6,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Logan,2016,Sedan,57000.0,1000.0,Petrol,Automatic,6400.0,6,9500.0,Low,Low_e,Dacia,8.9,0,0,0,0,0,0,0,0,0,0,1,0
Chevrolet,Rare,2009,Sedan,143000.0,1600.0,Metan/Propan,Automatic,5900.0,13,11000.0,Low,Low_e,Chevrolet,24.2,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2005,Universal,315000.0,1600.0,Petrol,Manual,1200.0,17,18529.0,High,Medium_e,Renault,262.5,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2000,Sedan,285000.0,2000.0,Metan/Propan,Manual,3400.0,22,12955.0,Medium,Low_e,BMW,83.8,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,2008,Universal,192000.0,1400.0,Petrol,Automatic,4700.0,14,13714.0,Medium,Low_e,Volkswagen,40.9,0,0,0,0,0,0,0,0,0,0,0,1
BMW,7 Series,1996,Sedan,123456.0,2800.0,Petrol,Automatic,1800.0,26,4748.0,Low,Low_e,BMW,68.6,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2005,Universal,123459.0,1500.0,Diesel,Manual,1800.0,17,7262.0,Low,Low_e,Renault,68.6,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,C Class,1996,Sedan,123456.0,1800.0,Petrol,Manual,1200.0,26,4748.0,Low,Low_e,Mercedes,102.9,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Scenic,2005,Universal,123456.0,1500.0,Diesel,Manual,1800.0,17,7262.0,Low,Low_e,Renault,68.6,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2000,Sedan,123456.0,2500.0,Diesel,Manual,2000.0,22,5612.0,Low,Low_e,BMW,61.7,0,0,0,0,0,0,0,0,0,0,1,0
Honda,Accord,1995,Sedan,123456.0,2000.0,Metan/Propan,Manual,1000.0,27,4572.0,Low,Low_e,Honda,123.5,0,0,0,0,0,0,0,0,0,0,1,0
Land Rover,Rare,2004,SUV,240000.0,2500.0,Diesel,Automatic,6300.0,18,13333.0,Medium,Low_e,Land Rover,38.1,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,C Class,2014,Sedan,113000.0,2200.0,Diesel,Manual,17500.0,8,14125.0,Medium,Low_e,Mercedes,6.5,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,2012,Universal,150000.0,1390.0,Petrol,Automatic,8499.0,10,15000.0,Medium,Low_e,Volkswagen,17.6,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Fusion,2004,Hatchback,200000.0,1400.0,Petrol,Manual,2500.0,18,11111.0,Low,Low_e,Ford,80.0,0,0,0,0,1,0,0,0,0,0,0,0
Vaz,Rare,1994,Sedan,222222.0,1499.0,Petrol,Manual,8000.0,28,7936.0,Low,Low_e,Vaz,27.8,0,0,0,0,0,0,0,0,0,0,1,0
BMW,5 Series,1993,Sedan,123456.0,1800.0,Metan/Propan,Manual,1650.0,29,4257.0,Low,Low_e,BMW,74.8,0,0,0,0,0,0,0,0,0,0,1,0
Porsche,Cayenne,2008,Crossover,125000.0,3600.0,Petrol,Automatic,15200.0,14,8929.0,Low,Low_e,Porsche,8.2,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Fiesta,2005,Hatchback,232000.0,1400.0,Diesel,Automatic,3500.0,17,13647.0,Medium,Low_e,Ford,66.3,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Vectra,1996,Sedan,320000.0,1600.0,Petrol,Manual,2100.0,26,12308.0,Medium,Low_e,Opel,152.4,0,0,0,0,0,0,0,0,0,0,1,0
BMW,Rare,2020,SUV,12700.0,3000.0,Petrol,Automatic,72500.0,2,6350.0,Low,Low_e,BMW,0.2,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Corolla,2005,Hatchback,280000.0,1400.0,Diesel,Automatic,5999.0,17,16471.0,Medium,Low_e,Toyota,46.7,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,Qashqai,2015,Crossover,186588.0,1500.0,Diesel,Manual,12100.0,7,26655.0,High,Medium_e,Nissan,15.4,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Scenic,2007,Minivan,26000.0,1461.0,Diesel,Manual,3990.0,15,1733.0,Low,Low_e,Renault,6.5,0,0,0,0,0,0,1,0,0,0,0,0
Vaz,Rare,2001,Universal,25000.0,1500.0,Metan/Propan,Manual,800.0,21,1190.0,Low,Low_e,Vaz,31.2,0,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Rare,2000,Minivan,300000.0,2500.0,Diesel,Manual,2000.0,22,13636.0,Medium,Low_e,Hyundai,150.0,0,0,0,0,0,0,1,0,0,0,0,0
Toyota,Corolla Verso,2006,Minivan,243222.0,2200.0,Diesel,Manual,3400.0,16,15201.0,Medium,Low_e,Toyota,71.5,0,0,0,0,0,0,1,0,0,0,0,0
Opel,Astra,2006,Combi,278000.0,1800.0,Metan/Propan,Automatic,2500.0,16,17375.0,High,Medium_e,Opel,111.2,0,1,0,0,0,0,0,0,0,0,0,0
Vaz,Rare,1977,Sedan,18000.0,1500.0,Petrol,Manual,3750.0,45,400.0,Low,Low_e,Vaz,4.8,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2012,Universal,216000.0,1499.0,Diesel,Manual,7500.0,10,21600.0,High,Medium_e,Renault,28.8,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,Rare,1982,Combi,271000.0,3000.0,Diesel,Manual,1999.0,40,6775.0,Low,Low_e,Mercedes,135.6,0,1,0,0,0,0,0,0,0,0,0,0
Toyota,Auris,2010,Hatchback,222000.0,1600.0,Petrol,Manual,5999.0,12,18500.0,High,Medium_e,Toyota,37.0,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Urban Cruiser,2009,Crossover,168365.0,1300.0,Petrol,Manual,7200.0,13,12951.0,Medium,Low_e,Toyota,23.4,0,0,0,1,0,0,0,0,0,0,0,0
Audi,Rare,2012,Universal,260000.0,1986.0,Diesel,Automatic,16599.0,10,26000.0,High,Medium_e,Audi,15.7,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Avensis,2008,Sedan,200000.0,2000.0,Diesel,Manual,6200.0,14,14286.0,Medium,Low_e,Toyota,32.3,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Rav 4,2016,Crossover,45000.0,2000.0,Petrol,Automatic,16950.0,6,7500.0,Low,Low_e,Toyota,2.7,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Scenic,2006,Minivan,181000.0,1500.0,Diesel,Manual,5200.0,16,11312.0,Low,Low_e,Renault,34.8,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes,GLC,2019,Crossover,10000.0,2000.0,Petrol,Automatic,36000.0,3,3333.0,Low,Low_e,Mercedes,0.3,0,0,0,1,0,0,0,0,0,0,0,0
Mazda,Rare,2015,Crossover,145700.0,2191.0,Diesel,Automatic,18900.0,7,20814.0,High,Medium_e,Mazda,7.7,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,E Class,2010,Sedan,230000.0,2987.0,Diesel,Automatic,10700.0,12,19167.0,High,Medium_e,Mercedes,21.5,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2006,SUV,230000.0,1500.0,Diesel,Manual,3250.0,16,14375.0,Medium,Low_e,Renault,70.8,0,0,0,0,0,0,0,0,0,1,0,0
BMW,5 Series,2000,Sedan,263000.0,2000.0,Petrol,Manual,4100.0,22,11955.0,Medium,Low_e,BMW,64.1,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2004,Sedan,250000.0,2700.0,Diesel,Automatic,2350.0,18,13889.0,Medium,Low_e,Mercedes,106.4,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Santa FE,2005,Crossover,182000.0,2400.0,Metan/Propan,Manual,6300.0,17,10706.0,Low,Low_e,Hyundai,28.9,0,0,0,1,0,0,0,0,0,0,0,0
BMW,7 Series,2000,Sedan,200000.0,4400.0,Petrol,Automatic,9100.0,22,9091.0,Low,Low_e,BMW,22.0,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Rare,2017,Sedan,79000.0,1600.0,Petrol,Automatic,11000.0,5,15800.0,Medium,Low_e,Hyundai,7.2,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2015,Universal,195000.0,1500.0,Diesel,Automatic,7500.0,7,27857.0,High,Medium_e,Renault,26.0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru,Rare,2007,Universal,120000.0,1500.0,Petrol,Manual,4300.0,15,8000.0,Low,Low_e,Subaru,27.9,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla Verso,2006,Microvan,202000.0,2200.0,Diesel,Manual,7200.0,16,12625.0,Medium,Low_e,Toyota,28.1,0,0,0,0,0,1,0,0,0,0,0,0
BMW,5 Series,2016,Universal,200000.0,200.0,Diesel,Automatic,15500.0,6,33333.0,High,Medium_e,BMW,12.9,0,0,0,0,0,0,0,0,0,0,0,1
