Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year_category,km_year_equal_category,Make_smart,km_per_euro,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal
Volkswagen,Passat,2017,Sedan,120000.0,1800.0,Petrol,Automatic,12900.0,5,24000.0,High,Medium_e,Volkswagen,9.3,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,2017,Universal,123600.0,1400.0,Metan/Propan,Automatic,12350.0,5,24720.0,High,Medium_e,Skoda,10.0,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Rare,2018,Crossover,25000.0,2000.0,Petrol,Automatic,27999.0,4,6250.0,Low,Low_e,Skoda,0.9,0,0,0,1,0,0,0,0,0,0,0,0
Chrysler,Rare,2011,Sedan,86000.0,2400.0,Metan/Propan,Automatic,6999.0,11,7818.0,Low,Low_e,Rare expensive,12.3,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,Vito,2007,Minivan,280788.0,2200.0,Diesel,Manual,8490.0,15,18719.0,High,Medium_e,Mercedes,33.1,0,0,0,0,0,0,1,0,0,0,0,0
BMW,Rare,2012,Hatchback,103640.0,1600.0,Petrol,Manual,9199.0,10,10364.0,Low,Low_e,BMW,11.3,0,0,0,0,1,0,0,0,0,0,0,0
Honda,CR-V,2020,Crossover,8000.0,2000.0,Hybrid,Automatic,31900.0,2,4000.0,Low,Low_e,Honda,0.3,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Octavia,2012,Hatchback,176000.0,1400.0,Petrol,Manual,5800.0,10,17600.0,High,Medium_e,Skoda,30.3,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Zafira,2005,Minivan,245000.0,1800.0,Metan/Propan,Manual,4490.0,17,14412.0,Medium,Low_e,Opel,54.6,0,0,0,0,0,0,1,0,0,0,0,0
Mercedes,C Class,2005,Sedan,249000.0,1800.0,Metan/Propan,Manual,5990.0,17,14647.0,Medium,Low_e,Mercedes,41.6,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Fabia,2010,Universal,221300.0,1200.0,Metan/Propan,Manual,3800.0,12,18442.0,High,Medium_e,Skoda,58.2,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2012,Sedan,170000.0,2000.0,Petrol,Automatic,12999.0,10,17000.0,Medium,Medium_e,BMW,13.1,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Tucson,2016,Crossover,55000.0,1600.0,Petrol,Automatic,14300.0,6,9167.0,Low,Low_e,Hyundai,3.8,0,0,0,1,0,0,0,0,0,0,0,0
Land Rover,Freelander,2007,Crossover,223000.0,2200.0,Diesel,Manual,7999.0,15,14867.0,Medium,Low_e,Land Rover,27.9,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Sharan,2011,Minivan,155000.0,1400.0,Petrol,Manual,9499.0,11,14091.0,Medium,Low_e,Volkswagen,16.3,0,0,0,0,0,0,1,0,0,0,0,0
Audi,Rare,2016,SUV,146000.0,2000.0,Petrol,Automatic,12300.0,6,24333.0,High,Medium_e,Audi,11.9,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Avensis,2010,Sedan,270000.0,1996.0,Diesel,Manual,8250.0,12,22500.0,High,Medium_e,Toyota,32.7,0,0,0,0,0,0,0,0,0,0,1,0
Rare,Rare,1995,Hatchback,275000.0,2300.0,Petrol,Manual,36000.0,27,10185.0,Low,Low_e,Rare expensive,7.6,0,0,0,0,1,0,0,0,0,0,0,0
Ford,Focus,2014,Hatchback,121000.0,1000.0,Petrol,Manual,6300.0,8,15125.0,Medium,Low_e,Ford,19.2,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Grand Scenic,2014,Minivan,161000.0,1500.0,Diesel,Automatic,9200.0,8,20125.0,High,Medium_e,Renault,17.5,0,0,0,0,0,0,1,0,0,0,0,0
Land Rover,Range Rover,2006,Crossover,214000.0,3600.0,Diesel,Automatic,13350.0,16,13375.0,Medium,Low_e,Land Rover,16.0,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Rare,2005,Minivan,23000.0,2000.0,Metan/Propan,Manual,3900.0,17,1353.0,Low,Low_e,Renault,5.9,0,0,0,0,0,0,1,0,0,0,0,0
Citroen,Rare,2010,Combi,267000.0,1400.0,Diesel,Manual,3850.0,12,22250.0,High,Medium_e,Citroen,69.4,0,1,0,0,0,0,0,0,0,0,0,0
Mercedes,Vito,2014,Minivan,230000.0,2200.0,Diesel,Automatic,15990.0,8,28750.0,High,Medium_e,Mercedes,14.4,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Jetta,2013,Sedan,198000.0,1400.0,Hybrid,Automatic,8600.0,9,22000.0,High,Medium_e,Volkswagen,23.0,0,0,0,0,0,0,0,0,0,0,1,0
Honda,Rare,2018,Sedan,82000.0,1500.0,Plug-in Hybrid,Automatic,18500.0,4,20500.0,High,Medium_e,Honda,4.4,0,0,0,0,0,0,0,0,0,0,1,0
BMW,X3,2010,Crossover,220000.0,2000.0,Diesel,Automatic,9700.0,12,18333.0,High,Medium_e,BMW,22.7,0,0,0,1,0,0,0,0,0,0,0,0
Hyundai,Rare,2017,Hatchback,40718.0,1000.0,Petrol,Manual,10700.0,5,8144.0,Low,Low_e,Hyundai,3.8,0,0,0,0,1,0,0,0,0,0,0,0
Lexus,RX Series,2004,SUV,216000.0,2995.0,Metan/Propan,Automatic,8800.0,18,12000.0,Medium,Low_e,Lexus,24.5,0,0,0,0,0,0,0,0,0,1,0,0
BMW,X3,2014,Crossover,170000.0,2000.0,Diesel,Automatic,21500.0,8,21250.0,High,Medium_e,BMW,7.9,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,2004,Sedan,356000.0,3000.0,Diesel,Automatic,8500.0,18,19778.0,High,Medium_e,BMW,41.9,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2017,Universal,166000.0,1950.0,Diesel,Automatic,22990.0,5,33200.0,High,Medium_e,Mercedes,7.2,0,0,0,0,0,0,0,0,0,0,0,1
Honda,Accord,2010,Sedan,234000.0,1994.0,Petrol,Automatic,10499.0,12,19500.0,High,Medium_e,Honda,22.3,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Transporter,2011,Minivan,210000.0,2000.0,Diesel,Automatic,10500.0,11,19091.0,High,Medium_e,Volkswagen,20.0,0,0,0,0,0,0,1,0,0,0,0,0
Renault,Clio,2016,Hatchback,36000.0,1500.0,Diesel,Automatic,9500.0,6,6000.0,Low,Low_e,Renault,3.8,0,0,0,0,1,0,0,0,0,0,0,0
Ford,Rare,1989,Sedan,45000.0,2300.0,Petrol,Automatic,1200.0,33,1364.0,Low,Low_e,Ford,37.5,0,0,0,0,0,0,0,0,0,0,1,0
Jaguar,Rare,2018,Crossover,69000.0,1997.0,Petrol,Automatic,33000.0,4,17250.0,High,Medium_e,Rare expensive,2.1,0,0,0,1,0,0,0,0,0,0,0,0
Hyundai,Rare,2012,Hatchback,136454.0,1300.0,Petrol,Manual,4950.0,10,13645.0,Medium,Low_e,Hyundai,27.6,0,0,0,0,1,0,0,0,0,0,0,0
Honda,Accord,2008,Sedan,165000.0,1997.0,Petrol,Manual,9100.0,14,11786.0,Low,Low_e,Honda,18.1,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Fabia,2015,Universal,107000.0,1400.0,Diesel,Automatic,8500.0,7,15286.0,Medium,Low_e,Skoda,12.6,0,0,0,0,0,0,0,0,0,0,0,1
Land Rover,Freelander,2007,Crossover,134000.0,2200.0,Diesel,Automatic,10300.0,15,8933.0,Low,Low_e,Land Rover,13.0,0,0,0,1,0,0,0,0,0,0,0,0
Audi,Q5,2013,Crossover,126590.0,2000.0,Petrol,Automatic,18000.0,9,14066.0,Medium,Low_e,Audi,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,Rare,2014,Minivan,170000.0,220.0,Diesel,Automatic,28500.0,8,21250.0,High,Medium_e,Mercedes,6.0,0,0,0,0,0,0,1,0,0,0,0,0
Toyota,Prius,2010,Hatchback,208000.0,1800.0,Petrol,Automatic,7899.0,12,17333.0,High,Medium_e,Toyota,26.3,0,0,0,0,1,0,0,0,0,0,0,0
Seat,Ibiza,2010,Universal,223000.0,1200.0,Diesel,Manual,4500.0,12,18583.0,High,Medium_e,Seat,49.6,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Superb,2009,Sedan,280000.0,2000.0,Diesel,Automatic,10000.0,13,21538.0,High,Medium_e,Skoda,28.0,0,0,0,0,0,0,0,0,0,0,1,0
BMW,Rare,2016,Crossover,32400.0,1999.0,Petrol,Automatic,24999.0,6,5400.0,Low,Low_e,BMW,1.3,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Touran,2005,Minivan,240000.0,1600.0,Petrol,Automatic,4850.0,17,14118.0,Medium,Low_e,Volkswagen,49.5,0,0,0,0,0,0,1,0,0,0,0,0
Audi,Q7,2015,SUV,190000.0,3000.0,Diesel,Automatic,35400.0,7,27143.0,High,Medium_e,Audi,5.4,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Tiguan,2013,Crossover,180282.0,2000.0,Diesel,Manual,14900.0,9,20031.0,High,Medium_e,Volkswagen,12.1,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Caddy,2013,Minivan,119000.0,1600.0,Diesel,Manual,8500.0,9,13222.0,Medium,Low_e,Volkswagen,14.0,0,0,0,0,0,0,1,0,0,0,0,0
Toyota,Avensis,2013,Universal,200000.0,2200.0,Diesel,Automatic,10500.0,9,22222.0,High,Medium_e,Toyota,19.0,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Logan,2006,Sedan,303000.0,1390.0,Metan/Propan,Manual,1800.0,16,18938.0,High,Medium_e,Dacia,168.3,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Kadjar,2017,Crossover,162000.0,1496.0,Diesel,Automatic,12900.0,5,32400.0,High,Medium_e,Renault,12.6,0,0,0,1,0,0,0,0,0,0,0,0
Porsche,Rare,2012,Sedan,87000.0,3000.0,Hybrid,Automatic,24500.0,10,8700.0,Low,Low_e,Porsche,3.6,0,0,0,0,0,0,0,0,0,0,1,0
BMW,5 Series,2003,Sedan,300000.0,2200.0,Petrol,Manual,7000.0,19,15789.0,Medium,Low_e,BMW,42.9,0,0,0,0,0,0,0,0,0,0,1,0
Porsche,Rare,2020,Hatchback,27000.0,3000.0,Petrol,Automatic,99900.0,2,13500.0,Medium,Low_e,Porsche,0.3,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Combo,2018,Minivan,19000.0,1400.0,Petrol,Manual,10500.0,4,4750.0,Low,Low_e,Opel,1.8,0,0,0,0,0,0,1,0,0,0,0,0
Honda,Rare,2010,Hatchback,183000.0,1300.0,Hybrid,Automatic,6400.0,12,15250.0,Medium,Low_e,Honda,28.6,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Caddy,2009,Combi,146454.0,2000.0,Diesel,Manual,3999.0,13,11266.0,Low,Low_e,Volkswagen,36.6,0,1,0,0,0,0,0,0,0,0,0,0
Citroen,Rare,2012,Hatchback,101211.0,1000.0,Petrol,Manual,3750.0,10,10121.0,Low,Low_e,Citroen,27.0,0,0,0,0,1,0,0,0,0,0,0,0
Mitsubishi,Outlander,2014,Crossover,171524.0,2000.0,Plug-in Hybrid,Automatic,13300.0,8,21440.0,High,Medium_e,Mitsubishi,12.9,0,0,0,1,0,0,0,0,0,0,0,0
Honda,CR-V,2014,Crossover,183021.0,1600.0,Diesel,Manual,13999.0,8,22878.0,High,Medium_e,Honda,13.1,0,0,0,1,0,0,0,0,0,0,0,0
Audi,Q7,2008,Crossover,248453.0,3600.0,Petrol,Automatic,13800.0,14,17747.0,High,Medium_e,Audi,18.0,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Octavia,2008,Sedan,205121.0,1800.0,Petrol,Manual,4999.0,14,14652.0,Medium,Low_e,Skoda,41.0,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,2012,Universal,147208.0,1400.0,Petrol,Manual,7500.0,10,14721.0,Medium,Low_e,Volkswagen,19.6,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Grand Scenic,2012,Universal,171200.0,1500.0,Diesel,Manual,7300.0,10,17120.0,High,Medium_e,Renault,23.5,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Grand Scenic,2011,Universal,157544.0,1500.0,Diesel,Manual,6500.0,11,14322.0,Medium,Low_e,Renault,24.2,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Grand Scenic,2011,Universal,164892.0,1400.0,Petrol,Manual,6100.0,11,14990.0,Medium,Low_e,Renault,27.0,0,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Sonata,2016,Sedan,45074.0,2000.0,Plug-in Hybrid,Automatic,16999.0,6,7512.0,Low,Low_e,Hyundai,2.7,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Grand Scenic,2011,Universal,156290.0,1500.0,Diesel,Manual,7200.0,11,14208.0,Medium,Low_e,Renault,21.7,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,1999,Sedan,223237.0,2000.0,Metan/Propan,Manual,4500.0,23,9706.0,Low,Low_e,BMW,49.6,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Mondeo,2018,Universal,103121.0,1500.0,Metan/Propan,Automatic,11700.0,4,25780.0,High,Medium_e,Ford,8.8,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Kadjar,2016,Crossover,190000.0,1500.0,Diesel,Automatic,14400.0,6,31667.0,High,Medium_e,Renault,13.2,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,Vito,2006,Minivan,304000.0,2200.0,Diesel,Manual,5200.0,16,19000.0,High,Medium_e,Mercedes,58.5,0,0,0,0,0,0,1,0,0,0,0,0
Audi,A4,2016,Universal,195232.0,2000.0,Diesel,Manual,13800.0,6,32539.0,High,Medium_e,Audi,14.1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q5,2012,Crossover,112114.0,2000.0,Petrol,Automatic,15000.0,10,11211.0,Low,Low_e,Audi,7.5,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Grand Scenic,2006,Universal,187211.0,1500.0,Diesel,Manual,3999.0,16,11701.0,Low,Low_e,Renault,46.8,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q7,2008,Crossover,173111.0,3000.0,Diesel,Automatic,18999.0,14,12365.0,Medium,Low_e,Audi,9.1,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Grand Scenic,2017,Universal,156802.0,1500.0,Diesel,Automatic,13500.0,5,31360.0,High,Medium_e,Renault,11.6,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Camry,2005,Sedan,157085.0,2400.0,Metan/Propan,Automatic,5500.0,17,9240.0,Low,Low_e,Toyota,28.6,0,0,0,0,0,0,0,0,0,0,1,0
Subaru,Rare,2010,Universal,195000.0,2000.0,Diesel,Manual,9800.0,12,16250.0,Medium,Low_e,Subaru,19.9,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Duster,2013,Crossover,155211.0,1500.0,Diesel,Manual,7999.0,9,17246.0,High,Medium_e,Dacia,19.4,0,0,0,1,0,0,0,0,0,0,0,0
Toyota,Auris,2015,Hatchback,179713.0,1400.0,Diesel,Manual,9500.0,7,25673.0,High,Medium_e,Toyota,18.9,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,C Class,2006,Sedan,286223.0,1800.0,Metan/Propan,Manual,5999.0,16,17889.0,High,Medium_e,Mercedes,47.7,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Transporter,2013,Crossover,233000.0,2000.0,Diesel,Manual,11500.0,9,25889.0,High,Medium_e,Volkswagen,20.3,0,0,0,1,0,0,0,0,0,0,0,0
Ford,Fusion,2014,Sedan,120788.0,2000.0,Plug-in Hybrid,Automatic,11999.0,8,15098.0,Medium,Low_e,Ford,10.1,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Q5,2018,SUV,17700.0,2995.0,Petrol,Automatic,44500.0,4,4425.0,Low,Low_e,Audi,0.4,0,0,0,0,0,0,0,0,0,1,0,0
Renault,Altele,1986,Universal,250000.0,1400.0,Petrol,Manual,13000.0,36,6944.0,Low,Low_e,Renault,19.2,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat,2012,Universal,170000.0,1400.0,Metan/Propan,Manual,8300.0,10,17000.0,Medium,Medium_e,Volkswagen,20.5,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A6,2003,Sedan,370000.0,2500.0,Diesel,Manual,4850.0,19,19474.0,High,Medium_e,Audi,76.3,0,0,0,0,0,0,0,0,0,0,1,0
Vaz,2106,1999,Sedan,150000.0,1500.0,Petrol,Manual,5000.0,23,6522.0,Low,Low_e,Vaz,30.0,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,1991,Universal,350000.0,1800.0,Metan/Propan,Manual,1500.0,31,11290.0,Low,Low_e,Volkswagen,233.3,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Zafira,2004,Minivan,300000.0,1600.0,Metan/Propan,Manual,2900.0,18,16667.0,Medium,Medium_e,Opel,103.4,0,0,0,0,0,0,1,0,0,0,0,0
Hyundai,Rare,1994,Hatchback,230000.0,1500.0,Petrol,Manual,1450.0,28,8214.0,Low,Low_e,Hyundai,158.6,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Auris,2012,Hatchback,180000.0,1800.0,Hybrid,Automatic,8490.0,10,18000.0,High,Medium_e,Toyota,21.2,0,0,0,0,1,0,0,0,0,0,0,0
Volvo,XC60,2012,Crossover,127345.0,2000.0,Petrol,Automatic,13500.0,10,12734.0,Medium,Low_e,Volvo,9.4,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Scenic,2011,Minivan,291000.0,1500.0,Diesel,Manual,5650.0,11,26455.0,High,Medium_e,Renault,51.5,0,0,0,0,0,0,1,0,0,0,0,0
Dacia,Logan Mcv,2007,Universal,225000.0,1600.0,Metan/Propan,Manual,3850.0,15,15000.0,Medium,Low_e,Dacia,58.4,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Laguna,2008,Universal,193000.0,1500.0,Diesel,Manual,4999.0,14,13786.0,Medium,Low_e,Renault,38.6,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2006,Sedan,267000.0,2000.0,Metan/Propan,Manual,4999.0,16,16688.0,Medium,Medium_e,Skoda,53.4,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Logan Mcv,2008,Universal,250000.0,1500.0,Diesel,Manual,4350.0,14,17857.0,High,Medium_e,Dacia,57.5,0,0,0,0,0,0,0,0,0,0,0,1
Dacia,Logan,2011,Sedan,267000.0,1200.0,Petrol,Manual,2750.0,11,24273.0,High,Medium_e,Dacia,97.1,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Transporter,1999,Minivan,250000.0,1900.0,Diesel,Manual,3999.0,23,10870.0,Low,Low_e,Volkswagen,62.5,0,0,0,0,0,0,1,0,0,0,0,0
Lexus,GS Series,2006,Sedan,288000.0,3000.0,Petrol,Automatic,7499.0,16,18000.0,High,Medium_e,Lexus,38.4,0,0,0,0,0,0,0,0,0,0,1,0
Land Rover,Rare,2014,SUV,113000.0,2200.0,Diesel,Automatic,20999.0,8,14125.0,Medium,Low_e,Land Rover,5.4,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Jetta,2013,Sedan,196000.0,1400.0,Hybrid,Automatic,8499.0,9,21778.0,High,Medium_e,Volkswagen,23.1,0,0,0,0,0,0,0,0,0,0,1,0
Land Rover,Freelander,2011,SUV,262000.0,2200.0,Diesel,Automatic,12999.0,11,23818.0,High,Medium_e,Land Rover,20.2,0,0,0,0,0,0,0,0,0,1,0,0
Opel,Combo,2008,Minivan,227000.0,1300.0,Diesel,Manual,3999.0,14,16214.0,Medium,Low_e,Opel,56.8,0,0,0,0,0,0,1,0,0,0,0,0
BMW,7 Series,1999,Sedan,390000.0,2800.0,Petrol,Automatic,4999.0,23,16957.0,Medium,Medium_e,BMW,78.0,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avalon,2015,Sedan,96000.0,2500.0,Hybrid,Automatic,17999.0,7,13714.0,Medium,Low_e,Toyota,5.3,0,0,0,0,0,0,0,0,0,0,1,0
Vaz,Rare,2006,Universal,167000.0,1600.0,Petrol,Manual,1999.0,16,10438.0,Low,Low_e,Vaz,83.5,0,0,0,0,0,0,0,0,0,0,0,1
Audi,A4,2015,Sedan,28000.0,2000.0,Petrol,Automatic,13999.0,7,4000.0,Low,Low_e,Audi,2.0,0,0,0,0,0,0,0,0,0,0,1,0
Opel,Astra,2006,Hatchback,110000.0,1900.0,Diesel,Manual,3999.0,16,6875.0,Low,Low_e,Opel,27.5,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Auris,2007,Hatchback,232000.0,1400.0,Diesel,Manual,5750.0,15,15467.0,Medium,Low_e,Toyota,40.3,0,0,0,0,1,0,0,0,0,0,0,0
Mazda,Rare,2005,Hatchback,177000.0,1200.0,Petrol,Manual,2999.0,17,10412.0,Low,Low_e,Mazda,59.0,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Megane,2014,Universal,214000.0,1500.0,Diesel,Manual,6750.0,8,26750.0,High,Medium_e,Renault,31.7,0,0,0,0,0,0,0,0,0,0,0,1
Volvo,XC90,2008,SUV,273000.0,2400.0,Diesel,Automatic,12500.0,14,19500.0,High,Medium_e,Volvo,21.8,0,0,0,0,0,0,0,0,0,1,0,0
Lexus,NX Series,2018,SUV,93000.0,3000.0,Hybrid,Automatic,31450.0,4,23250.0,High,Medium_e,Lexus,3.0,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Rare,2017,Sedan,70000.0,1800.0,Hybrid,Automatic,16300.0,5,14000.0,Medium,Low_e,Toyota,4.3,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Qashqai,2014,Crossover,98800.0,1500.0,Diesel,Manual,12690.0,8,12350.0,Medium,Low_e,Nissan,7.8,0,0,0,1,0,0,0,0,0,0,0,0
Dacia,Duster,2014,Crossover,137000.0,1500.0,Diesel,Manual,10490.0,8,17125.0,High,Medium_e,Dacia,13.1,0,0,0,1,0,0,0,0,0,0,0,0
Toyota,Auris,2015,Universal,159000.0,1800.0,Hybrid,Automatic,11990.0,7,22714.0,High,Medium_e,Toyota,13.3,0,0,0,0,0,0,0,0,0,0,0,1
Citroen,Rare,2012,Hatchback,183000.0,2000.0,Hybrid,Automatic,9990.0,10,18300.0,High,Medium_e,Citroen,18.3,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,Juke,2013,Crossover,149000.0,1600.0,Petrol,Automatic,10490.0,9,16556.0,Medium,Low_e,Nissan,14.2,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Kadjar,2016,Crossover,166000.0,1500.0,Diesel,Automatic,13990.0,6,27667.0,High,Medium_e,Renault,11.9,0,0,0,1,0,0,0,0,0,0,0,0
Mercedes,E Class,2003,Sedan,364000.0,3222.0,Diesel,Automatic,5500.0,19,19158.0,High,Medium_e,Mercedes,66.2,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Avalon,2013,Sedan,60500.0,2500.0,Hybrid,Automatic,16500.0,9,6722.0,Low,Low_e,Toyota,3.7,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Superb,2008,Sedan,200000.0,1989.0,Diesel,Manual,6290.0,14,14286.0,Medium,Low_e,Skoda,31.8,0,0,0,0,0,0,0,0,0,0,1,0
Jeep,Rare,2003,SUV,360000.0,2700.0,Diesel,Automatic,2500.0,19,18947.0,High,Medium_e,Rare cheap,144.0,0,0,0,0,0,0,0,0,0,1,0,0
Nissan,Qashqai,2009,Crossover,265000.0,1500.0,Diesel,Manual,6800.0,13,20385.0,High,Medium_e,Nissan,39.0,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2011,SUV,236000.0,1500.0,Diesel,Manual,7700.0,11,21455.0,High,Medium_e,Nissan,30.6,0,0,0,0,0,0,0,0,0,1,0,0
Dacia,Duster,2015,Crossover,101000.0,1461.0,Diesel,Manual,7400.0,7,14429.0,Medium,Low_e,Dacia,13.6,0,0,0,1,0,0,0,0,0,0,0,0
Lexus,RX Series,2008,SUV,224000.0,3500.0,Petrol,Automatic,16000.0,14,16000.0,Medium,Low_e,Lexus,14.0,0,0,0,0,0,0,0,0,0,1,0,0
Mercedes,E Class,2003,Sedan,312000.0,1800.0,Petrol,Automatic,3800.0,19,16421.0,Medium,Low_e,Mercedes,82.1,0,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Rare,2014,Hatchback,90000.0,1200.0,Diesel,Manual,7499.0,8,11250.0,Low,Low_e,Hyundai,12.0,0,0,0,0,1,0,0,0,0,0,0,0
Opel,Zafira,2005,Minivan,200000.0,1600.0,Metan/Propan,Manual,2800.0,17,11765.0,Low,Low_e,Opel,71.4,0,0,0,0,0,0,1,0,0,0,0,0
Daewoo,Rare,2008,Sedan,94513.0,800.0,Petrol,Manual,890.0,14,6751.0,Low,Low_e,Rare cheap,106.2,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Mondeo,1995,Universal,236424.0,1600.0,Petrol,Manual,600.0,27,8756.0,Low,Low_e,Ford,394.0,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2015,Sedan,180689.0,2000.0,Diesel,Automatic,21500.0,7,25813.0,High,Medium_e,BMW,8.4,0,0,0,0,0,0,0,0,0,0,1,0
Dacia,Logan,2009,Minivan,14200.0,1600.0,Metan/Propan,Manual,1200.0,13,1092.0,Low,Low_e,Dacia,11.8,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Passat,2012,Universal,213000.0,1390.0,Petrol,Manual,8000.0,10,21300.0,High,Medium_e,Volkswagen,26.6,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Tiguan,2015,Crossover,108000.0,2000.0,Petrol,Automatic,13900.0,7,15429.0,Medium,Low_e,Volkswagen,7.8,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2008,Crossover,160000.0,2000.0,Petrol,Automatic,6600.0,14,11429.0,Low,Low_e,Nissan,24.2,0,0,0,1,0,0,0,0,0,0,0,0
Dacia,Logan,2008,Sedan,220000.0,1400.0,Petrol,Manual,2387.0,14,15714.0,Medium,Low_e,Dacia,92.2,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Superb,2012,Sedan,235000.0,1968.0,Diesel,Automatic,9750.0,10,23500.0,High,Medium_e,Skoda,24.1,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Golf,2014,Universal,175600.0,1400.0,Metan/Propan,Automatic,9800.0,8,21950.0,High,Medium_e,Volkswagen,17.9,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Golf,1996,Universal,265321.0,1600.0,Petrol,Manual,1550.0,26,10205.0,Low,Low_e,Volkswagen,171.2,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,E Class,2003,Sedan,154283.0,2200.0,Diesel,Automatic,2800.0,19,8120.0,Low,Low_e,Mercedes,55.1,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Laguna,2001,Universal,248465.0,1900.0,Diesel,Manual,2650.0,21,11832.0,Low,Low_e,Renault,93.8,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q7,2015,SUV,123000.0,2995.0,Petrol,Automatic,40000.0,7,17571.0,High,Medium_e,Audi,3.1,0,0,0,0,0,0,0,0,0,1,0,0
